Date,Open,High,Low,Close,Volume
2024-09-30,259.040009,264.85999,255.77,261.63,80705700.0
2024-10-01,262.67001,263.98001,248.53,258.019989,87397600.0
2024-10-02,247.55,251.16,241.5,249.020004,93983900.0
2024-10-03,244.48,249.78999,237.81,240.66,80729200.0
2024-10-04,246.69,250.96001,244.58,250.080002,86573200.0
2024-10-07,249.0,249.83,240.7,240.83,68113300.0
2024-10-08,243.56,246.21001,240.56,244.5,56303200.0
2024-10-09,243.82001,247.42999,239.50999,241.050003,66289500.0
2024-10-10,241.81,242.78999,232.34,238.77,83087100.0
2024-10-11,220.13,223.34,214.38,217.8,142628900.0
2024-10-14,220.13,221.91,213.74001,219.16,86291900.0
2024-10-15,220.0099945,224.25999,217.12,219.57001,62988800.0
2024-10-16,221.39999,222.82001,218.92999,221.33,49632800.0
2024-10-17,221.59,222.080002,217.89999,220.89,50791800.0
2024-10-18,220.71001,222.28,219.23,220.7,49611900.0
2024-10-21,218.89999,220.48,215.73,218.85001,47329000.0
2024-10-22,217.31,218.22,215.25999,217.97,43268700.0
2024-10-23,217.13,218.72,212.11,213.64999,80938900.0
2024-10-24,244.67999,262.12,242.64999,260.48001,204491900.0
2024-10-25,256.01001,269.48999,255.32001,269.19,161611900.0
2024-10-28,270.0,273.54001,262.23999,262.51001,107653600.0
2024-10-29,264.51001,264.98001,255.50999,259.51999,80521800.0
2024-10-30,258.040009,263.35001,255.82001,257.54999,53993600.0
2024-10-31,257.98999,259.75,249.25,249.85001,66575300.0
2024-11-01,252.039993,254.0,246.63,248.98,57544800.0
2024-11-04,244.56,248.89999,238.88,242.84,68802400.0
2024-11-05,247.34,255.28,246.21001,251.44,69282500.0
2024-11-06,284.67001,289.59,275.62,288.53,165228700.0
2024-11-07,288.89001,299.75,285.51999,296.91,117309200.0
2024-11-08,299.14001,328.70999,297.66,321.22,204782800.0
2024-11-11,346.29999,358.64001,336.0,350.0,210521600.0
2024-11-12,342.73999,345.84,323.31,328.48999,155726000.0
2024-11-13,335.85001,344.60001,322.5,330.23999,125405600.0
2024-11-14,327.69,329.98001,310.37,311.17999,120726100.0
2024-11-15,310.57001,324.67999,309.22,320.72,114440300.0
2024-11-18,340.73001,348.54999,330.01001,338.73999,126547500.0
2024-11-19,335.76001,347.38,332.75,346.0,88852500.0
2024-11-20,345.0,346.60001,334.29999,342.029999,66340700.0
2024-11-21,343.81,347.98999,335.28,339.64001,58011700.0
2024-11-22,341.089996,361.53,337.70001,352.56,89140700.0
2024-11-25,360.14001,361.92999,338.20001,338.59,95890900.0
2024-11-26,341.0,346.95999,335.66,338.23001,62295900.0
2024-11-27,341.79999,342.54999,326.59,332.89001,57896400.0
2024-11-29,336.079987,345.45001,334.64999,345.16,37167600.0
2024-12-02,352.38,360.0,351.14999,357.089996,77986500.0
2024-12-03,351.79999,355.69,348.20001,351.42001,58267200.0
2024-12-04,353.0,358.10001,348.60001,357.92999,50810900.0
2024-12-05,359.87,375.42999,359.5,369.48999,81403600.0
2024-12-06,377.42001,389.48999,370.79999,389.22,81455800.0
2024-12-09,397.60999,404.79999,378.01001,389.79001,96359200.0
2024-12-10,392.67999,409.73001,390.85001,400.98999,97563600.0
2024-12-11,409.70001,424.88,402.38,424.76999,104287600.0
2024-12-12,424.84,429.29999,415.0,418.10001,87752200.0
2024-12-13,420.0,436.29999,415.70999,436.23001,89000200.0
2024-12-16,441.089996,463.19,436.14999,463.019989,114083800.0
2024-12-17,475.89999,483.98999,457.51001,479.85999,131223000.0
2024-12-18,466.5,488.54001,427.01001,440.13,149340800.0
2024-12-19,451.88,456.35999,420.019989,436.17001,118566100.0
2024-12-20,425.51001,447.079987,417.64001,421.059998,132216200.0
2024-12-23,431.0,434.51001,415.41,430.60001,72698100.0
2024-12-24,435.89999,462.78,435.14001,462.28,59551800.0
2024-12-26,465.16,465.32999,451.019989,454.13,76366400.0
2024-12-27,449.51999,450.0,426.5,431.66,82666800.0
2024-12-30,419.39999,427.0,415.75,417.41,64941000.0
2024-12-31,423.79001,427.92999,402.54001,403.84,76825100.0
2025-01-02,390.10001,392.73001,373.040009,379.28,109710700.0
2025-01-03,381.48001,411.88,379.45001,410.44,95423300.0
2025-01-06,423.20001,426.42999,401.70001,411.049988,85516500.0
2025-01-07,405.82999,414.32999,390.0,394.35999,75699500.0
2025-01-08,392.95001,402.5,387.39999,394.94,73038800.0
2025-01-10,391.39999,399.28,377.29001,394.73999,62287300.0
2025-01-13,383.20999,403.79001,380.070007,403.31,67580500.0
2025-01-14,414.34,422.64001,394.54001,396.35999,84565000.0
2025-01-15,409.89999,429.79999,405.66,428.22,81375500.0
2025-01-16,423.48999,424.0,409.13,413.82001,68335200.0
2025-01-17,421.5,439.73999,419.75,426.5,94991400.0
2025-01-21,432.64001,433.20001,406.31,424.070007,87320900.0
2025-01-22,416.81,428.0,414.59,415.10999,60963300.0
2025-01-23,416.059998,420.73001,408.95001,412.38,50690600.0
2025-01-24,414.45001,418.88,405.78,406.57999,56427100.0
2025-01-27,394.79999,406.69,389.0,397.14999,58125500.0
2025-01-28,396.91,400.59,386.5,398.089996,48910700.0
2025-01-29,395.20999,398.59,384.48001,389.10001,68033600.0
2025-01-30,410.78,412.5,384.41,400.28,98092900.0
2025-01-31,401.53,419.98999,401.34,404.60001,83568200.0
2025-02-03,386.67999,389.17001,374.35999,383.67999,93732100.0
2025-02-04,382.63,394.0,381.39999,392.20999,57072200.0
2025-02-05,387.51001,388.39001,375.53,378.17001,57223300.0
2025-02-06,373.029999,375.39999,363.17999,374.32001,77918200.0
2025-02-07,370.19,380.54999,360.34,361.62,70298300.0
2025-02-10,356.20999,362.70001,350.51001,350.73001,77514900.0
2025-02-11,345.79999,349.37,325.10001,328.5,118543400.0
2025-02-12,329.94,346.39999,329.12,336.51001,105382700.0
2025-02-13,345.0,358.69,342.85001,355.94,89441500.0
2025-02-14,360.62,362.0,347.5,355.84,68277300.0
2025-02-18,355.01001,359.10001,350.019989,354.10999,51631700.0
2025-02-19,354.0,367.34,353.67001,360.56,67094400.0
2025-02-20,361.51001,362.29999,348.0,354.39999,45965400.0
2025-02-21,353.44,354.98001,334.42001,337.79999,74058600.0
2025-02-24,338.14001,342.39999,324.70001,330.53,76052300.0
2025-02-25,327.019989,328.89001,297.25,302.79999,134228800.0
2025-02-26,303.70999,309.0,288.040009,290.79999,100118300.0
2025-02-27,291.16,297.23001,280.88,281.95001,101748200.0
2025-02-28,279.5,293.88,273.60001,292.98001,115697000.0
2025-03-03,300.34,303.94,277.29999,284.64999,115551400.0
2025-03-04,270.92999,284.35001,261.84,272.040009,126706600.0
2025-03-05,272.92001,279.54999,267.70999,279.10001,94042900.0
2025-03-06,272.059998,272.64999,260.019989,263.45001,98451600.0
2025-03-07,259.32001,266.25,250.73,262.67001,102369600.0
2025-03-10,252.53999,253.37,220.0,222.14999,189076900.0
2025-03-11,225.31,237.059998,217.020004,230.58,174896400.0
2025-03-12,247.22,251.84,241.10001,248.089996,142215700.0
2025-03-13,248.13,248.28999,232.60001,240.67999,114813500.0
2025-03-14,247.31,251.58,240.73,249.98,100242300.0
2025-03-17,245.059998,245.39999,232.8,238.0099945,111900600.0
2025-03-18,228.16,230.10001,222.28,225.31,111477600.0
2025-03-19,231.61,241.41,229.2,235.86,111993800.0
2025-03-20,233.35001,238.0,230.050003,236.25999,99028300.0
2025-03-21,234.99001,249.52,234.55,248.71001,132728700.0
2025-03-24,258.079987,278.64001,256.32999,278.39001,169079900.0
2025-03-25,283.60001,288.20001,271.28,288.14001,150361500.0
2025-03-26,282.66,284.89999,266.51001,272.059998,153629800.0
2025-03-27,272.48001,291.85001,271.82001,273.13,162572100.0
2025-03-28,275.57999,276.10001,260.57001,263.54999,123809400.0
2025-03-31,249.31,260.56,243.36,259.16,134008900.0
2025-04-01,263.79999,277.45001,259.25,268.45999,146486900.0
2025-04-02,254.60001,284.98999,251.27,282.76001,212787800.0
2025-04-03,265.29001,276.29999,261.51001,267.28,136174300.0
2025-04-04,255.38,261.0,236.0,239.42999,181229400.0
2025-04-07,223.78,252.0,214.25,233.28999,183453800.0
2025-04-08,245.0,250.44,217.8,221.86,171603500.0
2025-04-09,224.69,274.69,223.88,272.20001,219433400.0
2025-04-10,260.0,262.48999,239.33,252.39999,181722600.0
2025-04-11,251.84,257.73999,241.36,252.31,128948100.0
2025-04-14,258.35999,261.79999,245.92999,252.35001,100135200.0
2025-04-15,249.91,258.75,247.53999,254.11,79594300.0
2025-04-16,247.61,251.97,233.89,241.55,112378700.0
2025-04-17,243.47,244.34,237.67999,241.37,83404800.0
2025-04-21,230.25999,232.21001,222.78999,227.5,97768000.0
2025-04-22,230.96001,242.78999,229.85001,237.97,120858500.0
2025-04-23,254.86,259.45001,244.42999,250.74001,150381900.0
2025-04-24,250.5,259.54001,249.2,259.51001,94464200.0
2025-04-25,261.69,286.85001,259.63,284.95001,167560700.0
2025-04-28,288.98001,294.85999,272.42001,285.88,151731800.0
2025-04-29,285.5,293.32001,279.47,292.029999,108906600.0
2025-04-30,279.89999,284.45001,270.78,282.16,128961100.0
2025-05-01,280.01001,290.87,279.81,280.51999,99659000.0
2025-05-02,284.89999,294.78,279.81,287.20999,114454700.0
2025-05-05,284.57001,284.85001,274.39999,280.26001,94618900.0
2025-05-06,273.10999,277.73001,271.35001,275.35001,76715800.0
2025-05-07,276.88,277.92001,271.0,276.22,71592600.0
2025-05-08,279.63,289.79999,279.41,284.82001,97539400.0
2025-05-09,290.20999,307.040009,290.0,298.26001,132387800.0
2025-05-12,321.98999,322.20999,311.5,318.38,112826700.0
2025-05-13,320.0,337.59,316.79999,334.070007,136992600.0
2025-05-14,342.5,350.0,337.0,347.67999,136997300.0
2025-05-15,340.34,346.14001,334.72,342.82001,97882600.0
2025-05-16,346.23999,351.62,342.32999,349.98001,95895700.0
2025-05-19,336.29999,343.0,333.37,342.089996,88869900.0
2025-05-20,347.87,354.98999,341.63,343.82001,131715500.0
2025-05-21,344.42999,347.35001,332.20001,334.62,102354800.0
2025-05-22,331.89999,347.26999,331.39001,341.040009,97113400.0
2025-05-23,337.92001,343.17999,333.20999,339.34,84654800.0
2025-05-27,347.35001,363.79001,347.32001,362.89001,120146400.0
2025-05-28,364.84,365.0,355.91,356.89999,91404300.0
2025-05-29,365.29001,367.70999,356.0,358.42999,88545700.0
2025-05-30,355.51999,363.67999,345.29001,346.45999,123474900.0
2025-06-02,343.5,348.019989,333.32999,342.69,81873800.0
2025-06-03,346.60001,355.39999,343.040009,344.26999,99324500.0
2025-06-04,345.10001,345.60001,327.32999,332.049988,98912100.0
2025-06-05,322.48999,324.54999,273.20999,284.70001,287499800.0
2025-06-06,298.82999,305.5,291.14001,295.14001,163824100.0
2025-06-09,285.99,294.83,281.85,294.21,919815.0
