Date,Open,High,Low,Close,Volume
2024-08-09,191.17999,192.63,189.039993,191.45,2773700.0
2024-08-12,191.25,191.58,189.0,189.48,2290300.0
2024-08-13,190.28999,191.31,189.21001,190.99001,2178900.0
2024-08-14,191.14999,193.089996,190.73,192.32001,1895100.0
2024-08-15,193.50999,194.25,193.28,193.95,2472000.0
2024-08-16,193.58,194.35001,192.86,193.78,2494400.0
2024-08-19,193.84,195.53,193.72,194.73,2361400.0
2024-08-20,194.59,196.21001,193.75,196.029999,1790400.0
2024-08-21,195.97,197.33,194.12,197.21001,2579300.0
2024-08-22,197.25,197.92,195.57001,195.96001,1969500.0
2024-08-23,196.78999,197.38,194.39,196.10001,2322000.0
2024-08-26,196.0,198.35001,195.89999,197.98,2567200.0
2024-08-27,197.44,199.39999,196.97,198.73,2617100.0
2024-08-28,199.0,200.0,197.49001,198.46001,2645200.0
2024-08-29,199.3,201.12,198.27,198.89999,2989600.0
2024-08-30,199.11,202.17,198.73,202.13,4751000.0
2024-09-03,201.91,204.72,200.21001,201.28,3874700.0
2024-09-04,200.75999,204.36,200.5,204.11,3142500.0
2024-09-05,204.080002,205.95,200.96001,202.59,3229200.0
2024-09-06,202.38,204.10001,199.34,200.74001,3304500.0
2024-09-09,201.94,205.050003,201.42999,203.53,3705000.0
2024-09-10,204.2,205.83,202.87,205.32001,3070600.0
2024-09-11,207.75999,210.12,203.039993,209.89,5554300.0
2024-09-12,210.0,212.64999,208.27,211.61,4616400.0
2024-09-13,212.48,216.089996,212.13,214.78999,4572300.0
2024-09-16,215.88,217.89999,215.52,217.16,4176100.0
2024-09-17,217.25,218.84,213.0,214.13,5635200.0
2024-09-18,214.13,216.86,213.59,214.94,3482800.0
2024-09-19,218.0099945,218.48,210.37,213.89,5279600.0
2024-09-20,214.33,217.85001,213.74001,217.7,9958800.0
2024-09-23,218.0,220.62,217.27,220.5,4074800.0
2024-09-24,219.78,221.19,218.16,220.97,3183900.0
2024-09-25,221.17,221.85001,220.16,221.23,2537800.0
2024-09-26,222.11,224.0,221.36,223.42999,2673200.0
2024-09-27,223.0,224.14999,220.77,220.84,3830300.0
2024-09-30,220.64999,221.32001,219.020004,221.080002,3543400.0
2024-10-01,220.63,221.10001,215.89999,219.35001,3548400.0
2024-10-02,218.31,220.2,215.8,219.73,3343400.0
2024-10-03,219.5,222.83,219.27,222.72,3788300.0
2024-10-04,223.75,226.080002,223.27,226.0,3553800.0
2024-10-07,225.38,227.67,225.020004,227.12,3458000.0
2024-10-08,228.11,229.35001,227.039993,228.62,3245100.0
2024-10-09,229.2,234.95,228.5,234.3,5083600.0
2024-10-10,235.10001,235.83,231.81,233.020004,3142000.0
2024-10-11,233.25,233.44,230.46001,233.25999,3469200.0
2024-10-14,233.57001,236.12,233.17,235.25999,2524400.0
2024-10-15,236.39999,237.37,232.71001,232.96001,3350600.0
2024-10-16,232.11,233.88,231.12,233.67,2846700.0
2024-10-17,232.0,233.14999,230.66,232.88,5040100.0
2024-10-18,231.92,232.64999,230.17,232.2,4715700.0
2024-10-21,231.21001,232.42,230.25999,231.75,2733300.0
2024-10-22,231.99001,232.97,230.67,232.25,3180800.0
2024-10-23,230.41,233.34,230.25999,232.75,5791000.0
2024-10-24,220.8,221.32001,216.16,218.39,11193400.0
2024-10-25,216.8,218.64999,214.39,214.67,8482200.0
2024-10-28,215.5,216.25,212.7,212.91,4993300.0
2024-10-29,211.99001,213.34,209.85001,210.42999,5258400.0
2024-10-30,209.48,211.12,204.25999,204.89999,6956600.0
2024-10-31,204.13,208.13,203.50999,206.72,5925300.0
2024-11-01,207.77,209.84,207.41,208.25,3334100.0
2024-11-04,207.64999,207.7,205.8,206.32001,2593900.0
2024-11-05,206.17,208.12,205.57001,207.57001,2441500.0
2024-11-06,213.48,214.33,210.37,213.60001,3934400.0
2024-11-07,213.64,214.52,211.92999,213.69,3675800.0
2024-11-08,214.16,216.7,212.78,213.72,3201000.0
2024-11-11,214.39999,215.41,213.48,213.57001,3013000.0
2024-11-12,211.89999,213.029999,209.059998,210.86,2817800.0
2024-11-13,209.5,211.41,209.070007,210.92,3247800.0
2024-11-14,210.0,210.5,206.35001,208.99001,6372900.0
2024-11-15,207.46001,208.49001,204.070007,204.99001,3986500.0
2024-11-18,207.0,208.42,205.37,208.089996,3405900.0
2024-11-19,206.5,210.33,206.19,210.25,2860700.0
2024-11-20,211.0,214.96001,209.77,214.60001,4562900.0
2024-11-21,215.81,222.63,215.27,222.39999,5236400.0
2024-11-22,223.35001,227.2,220.89,222.97,5320700.0
2024-11-25,223.35001,226.42,222.64999,226.13,7189300.0
2024-11-26,226.73,228.98,225.50999,228.83,4449500.0
2024-11-27,228.83,229.19,224.27,226.92,2995100.0
2024-11-29,227.75,230.36,227.19,227.41,2640300.0
2024-12-02,227.5,228.38,225.50999,227.39,2655900.0
2024-12-03,227.24001,229.11,226.67,229.0,3163800.0
2024-12-04,230.0,233.74001,229.35001,233.49001,4104200.0
2024-12-05,233.55,236.52,233.46001,234.75,4791100.0
2024-12-06,234.42999,238.38,234.22,238.039993,4028400.0
2024-12-09,238.0,239.35001,228.91,230.0,4970400.0
2024-12-10,228.39999,234.39,227.8,231.72,4769500.0
2024-12-11,232.69,233.0,229.13,230.12,3872700.0
2024-12-12,230.66,233.89,230.38,232.25999,4515700.0
2024-12-13,232.25,233.78,230.25999,230.82001,2757400.0
2024-12-16,230.73,231.029999,226.88,229.33,3610300.0
2024-12-17,229.23,230.2,227.62,228.97,3651300.0
2024-12-18,229.039993,229.039993,220.029999,220.17,4152500.0
2024-12-19,224.42,226.2,222.98,223.92,4427200.0
2024-12-20,222.73,227.67999,221.67999,223.36,12423200.0
2024-12-23,222.81,223.74001,221.080002,221.92999,2988100.0
2024-12-24,222.27,224.44,221.53999,224.41,1186200.0
2024-12-26,223.31,225.39999,222.55,224.89,3286500.0
2024-12-27,223.14,224.42,221.41,222.78,1810800.0
2024-12-30,220.53999,221.59,217.64999,220.25,2095600.0
2024-12-31,220.72,221.050003,218.44,219.83,2270200.0
2025-01-02,221.82001,222.49001,217.60001,219.94,2579500.0
2025-01-03,220.55,223.66,220.55,222.64999,3872100.0
2025-01-06,223.0,224.35001,220.75,222.67,2846700.0
2025-01-07,223.35001,226.71001,222.83,223.96001,3299300.0
2025-01-08,223.91,224.89999,220.83,223.17999,2619800.0
2025-01-10,222.0,222.42999,216.8,219.75,3570300.0
2025-01-13,217.89,219.59,214.75,217.39999,3716800.0
2025-01-14,218.0,218.13,214.61,217.75,3485500.0
2025-01-15,220.87,221.67999,218.0099945,220.029999,2951600.0
2025-01-16,219.69,222.67999,217.38,222.66,3329100.0
2025-01-17,225.96001,225.96001,223.64,224.78999,5506800.0
2025-01-21,224.99001,227.45,222.83,224.25999,3982200.0
2025-01-22,221.98,224.39999,220.35001,223.25999,4759500.0
2025-01-23,223.94,226.039993,223.14999,226.039993,3619700.0
2025-01-24,225.27,226.81,223.8,224.8,3232900.0
2025-01-27,222.19,224.3,219.84,224.13,4898400.0
2025-01-28,224.32001,225.77,221.77,225.66,4485400.0
2025-01-29,225.62,229.47,223.73,228.63,7079800.0
2025-01-30,250.0,261.79999,247.0099945,258.26999,15381900.0
2025-01-31,256.049988,257.23999,251.89,255.7,7203500.0
2025-02-03,252.39999,262.059998,251.84,260.73001,8408500.0
2025-02-04,260.0,265.25,258.12,264.45999,6077700.0
2025-02-05,265.70999,265.72,261.17999,263.29999,6165100.0
2025-02-06,262.98001,263.38,252.73,253.44,6128300.0
2025-02-07,255.28,256.92999,252.020004,252.34,3370300.0
2025-02-10,250.86,251.95,246.87,249.27,3564400.0
2025-02-11,251.10001,256.75,250.58,254.7,4801600.0
2025-02-12,252.72,256.39999,252.020004,255.81,3075300.0
2025-02-13,255.66,259.28,254.41,259.19,4531500.0
2025-02-14,259.0,261.94,257.91,261.28,3925300.0
2025-02-18,261.92999,263.95999,259.82999,263.070007,4262800.0
2025-02-19,262.0,264.35999,260.089996,264.32001,3718700.0
2025-02-20,263.64999,265.089996,262.14999,264.73999,4884800.0
2025-02-21,263.85001,264.82999,261.10001,261.48001,5667900.0
2025-02-24,261.5,263.85001,259.57999,261.87,4398100.0
2025-02-25,261.079987,263.48001,256.76999,257.75,6292200.0
2025-02-26,258.10001,258.32999,254.41,255.84,3460100.0
2025-02-27,255.22,257.63,253.050003,253.23,3402200.0
2025-02-28,250.86,252.81,246.53999,252.44,7988800.0
2025-03-03,254.74001,255.99001,248.25,250.19,2977700.0
2025-03-04,248.75,255.48,248.10001,253.21001,5342100.0
2025-03-05,251.58,252.74001,247.0099945,251.35001,4009800.0
2025-03-06,249.75,252.10001,246.8,248.69,3254400.0
2025-03-07,245.95,261.95999,245.17999,261.54001,6700200.0
2025-03-10,261.56,266.45001,254.75,256.89999,8165500.0
2025-03-11,255.99001,256.70001,245.86,248.95,5630600.0
2025-03-12,250.35001,253.13,245.53,249.63,3848800.0
2025-03-13,248.8,249.27,243.039993,245.8,3862400.0
2025-03-14,242.75,248.95,241.67999,248.35001,4045200.0
2025-03-17,249.25,254.63,249.0,252.97,3233900.0
2025-03-18,252.50999,252.57001,245.12,246.95,4171900.0
2025-03-19,248.33,253.66,246.64,252.28999,3853600.0
2025-03-20,244.24001,246.8,237.22,243.32001,7026800.0
2025-03-21,241.69,245.21001,238.5,243.87,9580100.0
2025-03-24,247.31,248.82001,245.97,248.45,4753300.0
2025-03-25,248.36,250.89999,248.2,249.89999,3133800.0
2025-03-26,251.25,254.32001,249.53,250.34,4450100.0
2025-03-27,249.71001,250.3,245.73,246.21001,2889300.0
2025-03-28,246.27,247.57001,242.070007,244.0,3125300.0
2025-03-31,242.74001,250.89,242.49001,248.66,6795000.0
2025-04-01,248.029999,250.62,243.49001,250.34,4412900.0
2025-04-02,248.22,252.78999,247.23,249.98,4080800.0
2025-04-03,242.71001,250.61,242.53,243.49001,5309600.0
2025-04-04,238.0,240.16,226.88,227.48,7407100.0
2025-04-07,219.24001,232.28999,214.5,225.78,7797900.0
2025-04-08,232.56,233.050003,217.28,221.029999,6850000.0
2025-04-09,217.12,236.3,215.16,235.31,7302800.0
2025-04-10,231.0,232.57001,222.020004,229.55,5656100.0
2025-04-11,229.72,237.58,227.50999,235.48,4325900.0
2025-04-14,239.77,241.77,236.73,239.059998,3321500.0
2025-04-15,239.55,241.53,238.27,240.7,3363700.0
2025-04-16,240.28,243.3,235.89,238.57001,4869900.0
2025-04-17,239.67999,241.78,237.39999,238.81,4626900.0
2025-04-21,238.070007,240.81,232.92999,236.22,4908900.0
2025-04-22,238.5,242.64,238.020004,240.89999,4232700.0
2025-04-23,246.0,249.34,243.66,245.48,7948300.0
2025-04-24,231.17999,232.78,224.44,229.33,15428100.0
2025-04-25,228.95,233.36,226.32001,232.41,6700100.0
2025-04-28,232.86,236.63,232.070007,236.16,3653500.0
2025-04-29,237.0,239.98,236.14,239.39,3426500.0
2025-04-30,236.73,242.47,234.34,241.82001,5143000.0
2025-05-01,241.44,242.37,237.95,239.66,4243300.0
2025-05-02,243.13,245.69,241.33,245.55,3731900.0
2025-05-05,243.74001,249.8,243.64,249.17999,4137800.0
2025-05-06,247.75999,250.19,246.11,249.12,2900600.0
2025-05-07,249.45,254.47,248.83,253.37,3399700.0
2025-05-08,255.0,256.51999,253.25,254.14,3637000.0
2025-05-09,252.50999,253.0,247.64,249.2,2901300.0
2025-05-12,252.5,253.81,244.64999,253.69,4609500.0
2025-05-13,254.42999,259.57999,252.88,258.59,3521400.0
2025-05-14,257.60001,260.54999,256.22,257.82001,3634700.0
2025-05-15,259.01001,267.42999,258.60999,266.67999,4856300.0
2025-05-16,266.35001,267.98001,264.59,266.76001,3817900.0
2025-05-19,265.45001,269.14001,265.079987,268.41,3198600.0
2025-05-20,267.39999,269.28,265.62,266.95001,2437900.0
2025-05-21,264.97,265.64999,260.41,260.87,3753900.0
2025-05-22,260.76999,261.26999,257.91,258.37,3091300.0
2025-05-23,258.57999,259.87,255.78999,258.63,2722600.0
2025-05-27,261.0,263.79001,259.63,263.23001,3284200.0
2025-05-28,263.16,265.0,259.94,260.23999,2318400.0
2025-05-29,260.75,261.13,256.76999,258.69,2295000.0
2025-05-30,258.75,260.12,257.10001,259.059998,9668900.0
2025-06-02,257.85001,263.98001,257.22,263.89999,2831900.0
2025-06-03,263.35001,265.56,262.57999,265.20001,2494700.0
2025-06-04,264.89999,267.0,264.79001,265.51999,2588600.0
2025-06-05,265.20001,267.51001,265.10001,266.85999,2658400.0
2025-06-06,267.98999,270.17001,267.53,268.87,2495200.0
2025-06-09,268.10001,273.47,266.70999,272.079987,4331500.0
2025-06-10,273.19,277.47,272.56,276.23999,5163500.0
2025-06-11,276.70001,281.75,275.10999,281.51999,4647600.0
2025-06-12,281.75,282.09,280.46,280.63,16123.0
