Date,Open,High,Low,Close,Volume
2024-09-24,116.52,121.8,115.38,120.87,354966800.0
2024-09-25,122.019997,124.94,121.61,123.51,284692900.0
2024-09-26,126.8,127.67,121.8,124.040001,302582900.0
2024-09-27,123.97,124.029999,119.26,121.4,271009200.0
2024-09-30,118.31,121.5,118.15,121.44,226553700.0
2024-10-01,121.77,122.44,115.79,117.0,302094500.0
2024-10-02,116.44,119.38,115.14,118.85,221845900.0
2024-10-03,120.92,124.36,120.34,122.85,277118000.0
2024-10-04,124.94,125.040001,121.83,124.92,243678100.0
2024-10-07,124.99,130.64,124.95,127.72,346250200.0
2024-10-08,130.25999,133.48,129.42,132.89,285722500.0
2024-10-09,134.11,134.52,131.38,132.64999,246191600.0
2024-10-10,131.91,135.0,131.0,134.81,242311300.0
2024-10-11,134.0099945,135.78,133.66,134.8,170209500.0
2024-10-14,136.47,139.60001,136.3,138.070007,232347700.0
2024-10-15,137.87,138.57001,128.74001,131.60001,377831000.0
2024-10-16,133.98,136.62,131.58,135.72,264879700.0
2024-10-17,139.34,140.89,136.87,136.92999,306435900.0
2024-10-18,138.67,138.89999,137.28,138.0,176090200.0
2024-10-21,138.13,143.71001,138.0,143.71001,264554500.0
2024-10-22,142.91,144.42,141.78,143.59,226311600.0
2024-10-23,142.029999,142.42999,137.46001,139.56,285930000.0
2024-10-24,140.82001,141.35001,138.46001,140.41,172354900.0
2024-10-25,140.92999,144.13,140.8,141.53999,205122100.0
2024-10-28,143.0,143.14,140.050003,140.52,173586700.0
2024-10-29,140.28999,142.25999,138.89999,141.25,157593600.0
2024-10-30,139.53999,140.33,136.81,139.34,179418100.0
2024-10-31,137.60001,137.61,132.11,132.75999,270039600.0
2024-11-01,134.7,137.31,134.57001,135.39999,207127800.0
2024-11-04,137.21001,138.96001,135.57001,136.050003,187528200.0
2024-11-05,137.45,140.37,137.33,139.91,160537400.0
2024-11-06,142.96001,146.49001,141.96001,145.61,242043900.0
2024-11-07,146.39,148.92999,146.17,148.88,207323300.0
2024-11-08,148.77,149.77,146.25999,147.63,175665800.0
2024-11-11,148.67999,148.85001,143.57001,145.25999,182325600.0
2024-11-12,146.78,149.64999,146.0099945,148.28999,198634700.0
2024-11-13,149.070007,149.33,145.89999,146.27,191903300.0
2024-11-14,147.64,149.0,145.55,146.75999,194463300.0
2024-11-15,144.87,145.24001,140.080002,141.98,250132900.0
2024-11-18,139.5,141.55,137.14999,140.14999,221866000.0
2024-11-19,141.32001,147.13,140.99001,147.0099945,227834900.0
2024-11-20,147.41,147.56,142.73,145.89,309871700.0
2024-11-21,149.35001,152.89,140.7,146.67,400946600.0
2024-11-22,145.92999,147.16,141.10001,141.95,236406200.0
2024-11-25,141.99001,142.050003,135.82001,136.020004,344941900.0
2024-11-26,137.7,139.3,135.67,136.92,190287700.0
2024-11-27,135.0099945,137.22,131.8,135.34,226370900.0
2024-11-29,136.78,139.35001,136.050003,138.25,141863200.0
2024-12-02,138.83,140.45,137.82001,138.63,171682800.0
2024-12-03,138.25999,140.53999,137.95,140.25999,164414000.0
2024-12-04,142.0,145.78999,140.28999,145.14,231224300.0
2024-12-05,145.11,146.53999,143.95,145.059998,172621200.0
2024-12-06,144.60001,145.7,141.31,142.44,188505600.0
2024-12-09,138.97,139.95,137.13,138.81,189308600.0
2024-12-10,139.0099945,141.82001,133.78999,135.070007,210020900.0
2024-12-11,137.36,140.17,135.21001,139.31,184905200.0
2024-12-12,137.080002,138.44,135.8,137.34,159211400.0
2024-12-13,138.94,139.60001,132.53999,134.25,231514900.0
2024-12-16,134.17999,134.39999,130.42,132.0,237951100.0
2024-12-17,129.089996,131.59,126.86,130.39,259410300.0
2024-12-18,133.86,136.7,128.28,128.91,277444500.0
2024-12-19,131.75999,134.029999,129.55,130.67999,209719200.0
2024-12-20,129.81,135.28,128.22,134.7,306528600.0
2024-12-23,136.28,139.78999,135.12,139.67,176053500.0
2024-12-24,140.0,141.89999,138.64999,140.22,105157000.0
2024-12-26,139.7,140.85001,137.73,139.92999,116205600.0
2024-12-27,138.55,139.020004,134.71001,137.0099945,170582600.0
2024-12-30,134.83,140.27,134.020004,137.49001,167734700.0
2024-12-31,138.029999,138.070007,133.83,134.28999,155659200.0
2025-01-02,136.0,138.88,134.63,138.31,198247200.0
2025-01-03,140.0099945,144.89999,139.73,144.47,229322500.0
2025-01-06,148.59,152.16,147.82001,149.42999,265377400.0
2025-01-07,153.029999,153.13,140.0099945,140.14,351782200.0
2025-01-08,142.58,143.95,137.56,140.11,227349900.0
2025-01-10,137.45,139.92,134.22,135.91,207602500.0
2025-01-13,129.99001,133.49001,129.50999,133.23,204808900.0
2025-01-14,136.050003,136.38,130.050003,131.75999,195590500.0
2025-01-15,133.64999,136.45,131.28999,136.24001,185217300.0
2025-01-16,138.64,138.75,133.49001,133.57001,209235600.0
2025-01-17,136.69,138.5,135.46001,137.71001,201188800.0
2025-01-21,139.16,141.83,137.089996,140.83,197749000.0
2025-01-22,144.66,147.78999,143.67,147.070007,237651400.0
2025-01-23,145.050003,147.23,143.72,147.22,155915500.0
2025-01-24,148.37,148.97,141.88,142.62,234657600.0
2025-01-27,124.8,128.39999,116.7,118.42,818830900.0
2025-01-28,121.81,129.0,116.25,128.99001,579666400.0
2025-01-29,126.5,126.89,120.050003,123.7,467120600.0
2025-01-30,123.099998,125.0,118.099998,124.65,392925500.0
2025-01-31,123.78,127.85,119.19,120.07,390372900.0
2025-02-03,114.75,118.57,113.010002,116.66,371235700.0
2025-02-04,116.96,121.2,116.7,118.65,256550000.0
2025-02-05,121.76,125.0,120.76,124.83,262230800.0
2025-02-06,127.42,128.77,125.21,128.67999,251483600.0
2025-02-07,129.22,130.37,125.0,129.84,228186300.0
2025-02-10,130.089996,135.0,129.96001,133.57001,216989100.0
2025-02-11,132.58,134.48,131.020004,132.8,178902400.0
2025-02-12,130.020004,132.24001,129.080002,131.14,160278600.0
2025-02-13,131.56,136.5,131.17,135.28999,197430000.0
2025-02-14,136.48,139.25,135.5,138.85001,195479600.0
2025-02-18,141.27,143.44,137.92999,139.39999,219176600.0
2025-02-19,139.50999,141.36,137.22,139.23,167536000.0
2025-02-20,140.029999,140.66,136.78999,140.11,143903600.0
2025-02-21,140.039993,141.46001,134.029999,134.42999,228217600.0
2025-02-24,136.56,138.59,130.080002,130.28,251381100.0
2025-02-25,129.98,130.2,124.44,126.63,271428700.0
2025-02-26,129.99001,133.73,128.49001,131.28,322553800.0
2025-02-27,135.0,135.0099945,120.010002,120.15,443175800.0
2025-02-28,118.019997,125.089996,116.4,124.92,389091100.0
2025-03-03,123.51,123.7,112.28,114.059998,411381400.0
2025-03-04,110.65,119.31,110.11,115.99,398163300.0
2025-03-05,117.58,118.28,114.51,117.3,284337900.0
2025-03-06,113.53,115.35,110.22,110.57,321181900.0
2025-03-07,111.25,113.48,107.56,112.69,341755500.0
2025-03-10,109.9,111.85,105.46,106.98,366487400.0
2025-03-11,106.99,112.24,104.77,108.76,354865700.0
2025-03-12,114.12,116.76,112.88,115.74,323857500.0
2025-03-13,117.029999,117.76,113.79,115.58,299033100.0
2025-03-14,118.61,121.88,118.15,121.67,277593500.0
2025-03-17,122.74,122.89,118.029999,119.53,255501500.0
2025-03-18,118.0,119.019997,114.54,115.43,299686900.0
2025-03-19,117.27,120.45,115.68,117.52,273426200.0
2025-03-20,116.55,120.2,116.47,118.53,248829700.0
2025-03-21,116.94,117.99,115.42,117.7,266498500.0
2025-03-24,119.88,122.22,119.34,121.41,228452500.0
2025-03-25,120.55,121.29,118.92,120.69,167447200.0
2025-03-26,118.73,118.84,112.71,113.76,293463300.0
2025-03-27,111.35,114.45,110.66,111.43,236902100.0
2025-03-28,111.49,112.87,109.07,109.67,229872500.0
2025-03-31,105.13,110.96,103.65,108.38,299212700.0
2025-04-01,108.52,110.2,106.47,110.15,222614000.0
2025-04-02,107.29,111.98,106.79,110.42,220601200.0
2025-04-03,103.51,105.63,101.6,101.8,338769400.0
2025-04-04,98.91,100.13,92.11,94.31,532273800.0
2025-04-07,87.46,101.75,86.62,97.64,611041300.0
2025-04-08,103.81,105.85,94.46,96.3,476243400.0
2025-04-09,98.89,115.099998,97.53,114.33,612918300.0
2025-04-10,109.37,110.86,99.15,107.57,437812400.0
2025-04-11,108.5,111.55,107.48,110.93,313417300.0
2025-04-14,114.11,114.29,109.07,110.71,264705000.0
2025-04-15,110.97,113.62,110.5,112.2,228966900.0
2025-04-16,104.55,106.79,100.45,104.49,397016900.0
2025-04-17,104.45,104.47,100.050003,101.49,290833400.0
2025-04-21,98.77,99.44,95.040001,96.91,288501100.0
2025-04-22,98.78,99.81,97.28,98.89,241004800.0
2025-04-23,104.52,104.8,102.019997,102.71,247526000.0
2025-04-24,103.48,106.54,103.11,106.43,220815000.0
2025-04-25,106.85,111.92,105.73,111.010002,251064700.0
2025-04-28,109.69,110.37,106.019997,108.73,207708500.0
2025-04-29,107.67,110.2,107.44,109.019997,170444300.0
2025-04-30,104.47,108.92,104.080002,108.92,235044600.0
2025-05-01,113.080002,114.94,111.3,111.61,236121500.0
2025-05-02,114.18,115.4,113.37,114.5,190194800.0
2025-05-05,112.91,114.67,112.66,113.82,133163200.0
2025-05-06,111.48,114.74,110.82,113.54,158525600.0
2025-05-07,113.050003,117.68,112.28,117.059998,206758800.0
2025-05-08,118.25,118.68,115.85,117.37,198428100.0
2025-05-09,117.35,118.23,115.21,116.65,132972200.0
2025-05-12,121.97,123.0,120.28,123.0,225023300.0
2025-05-13,124.98,131.22,124.47,129.92999,330430100.0
2025-05-14,133.2,135.44,131.67999,135.34,281180800.0
2025-05-15,134.28999,136.3,132.66,134.83,226632600.0
2025-05-16,136.22,136.35001,133.46001,135.39999,226542500.0
2025-05-19,132.39,135.87,132.39,135.57001,193154600.0
2025-05-20,134.28999,134.58,132.62,134.38,161514200.0
2025-05-21,133.059998,137.39999,130.59,131.8,270608700.0
2025-05-22,132.23,134.25,131.55,132.83,187344000.0
2025-05-23,130.0,132.67999,129.16,131.28999,198821300.0
2025-05-27,134.14999,135.66,133.31,135.5,192953600.0
2025-05-28,136.029999,137.25,134.78999,134.81,304021100.0
2025-05-29,142.25,143.49001,137.91,139.19,369241900.0
2025-05-30,138.72,139.62,132.92,135.13,333170900.0
2025-06-02,135.49001,138.12,135.39999,137.38,197663100.0
2025-06-03,138.78,142.0,137.95,141.22,225578800.0
2025-06-04,142.19,142.39,139.53999,141.92,167120800.0
2025-06-05,142.17,144.0,138.83,139.99001,231397900.0
2025-06-06,142.50999,143.27,141.50999,141.72,153986200.0
2025-06-09,143.19,145.0,141.94,142.63,185114500.0
2025-06-10,142.69,144.28999,141.53,143.96001,155881900.0
2025-06-11,144.61,144.99001,141.87,142.83,167694000.0
2025-06-12,141.97,145.0,141.85001,145.0,162365000.0
2025-06-13,142.48,143.58,140.85001,141.97,180820600.0
2025-06-16,143.35001,146.17999,143.2,144.69,183133700.0
2025-06-17,144.49001,145.22,143.78,144.12,139108000.0
2025-06-18,144.0099945,145.64999,143.12,145.48,161494100.0
2025-06-20,145.45,146.2,142.64999,143.85001,242956200.0
2025-06-23,142.5,144.78,142.029999,144.17,154308900.0
2025-06-24,145.56,147.96001,145.5,147.89999,187566100.0
2025-06-25,149.27,154.45,149.25999,154.31,269146500.0
2025-06-26,155.98,156.72,154.0,155.020004,198145700.0
2025-06-27,156.039993,158.71001,155.25999,157.75,263234500.0
2025-06-30,158.39999,158.66,155.96001,157.99001,194580300.0
2025-07-01,156.28999,157.2,151.49001,153.3,212674300.0
